Profile Categories	AUC
Transcription Factor Binding	0.949543906
Transcription Factor Binding	0.952113637
Transcription Factor Binding	0.949261649
Transcription Factor Binding	0.949053033
Transcription Factor Binding	0.950610312
Transcription Factor Binding	0.951087696
Transcription Factor Binding	0.949922633
Transcription Factor Binding	0.950305942
Transcription Factor Binding	0.950827895
Transcription Factor Binding	0.950668508
Transcription Factor Binding	0.950805186
Transcription Factor Binding	0.951015629
Transcription Factor Binding	0.9501973
Transcription Factor Binding	0.951032547
Transcription Factor Binding	0.949828751
Transcription Factor Binding	0.951026357
Transcription Factor Binding	0.95113106
Transcription Factor Binding	0.950426566
Transcription Factor Binding	0.950536312
Transcription Factor Binding	0.951023962
Transcription Factor Binding	0.951782599
Transcription Factor Binding	0.950186618
Transcription Factor Binding	0.951035781
Transcription Factor Binding	0.951422471
Transcription Factor Binding	0.950593606
Transcription Factor Binding	0.954106069
Transcription Factor Binding	0.951673397
Transcription Factor Binding	0.952692247
Transcription Factor Binding	0.953604585
Transcription Factor Binding	0.952489689
Transcription Factor Binding	0.953284393
Transcription Factor Binding	0.951558952
Transcription Factor Binding	0.951727282
Transcription Factor Binding	0.951636931
Transcription Factor Binding	0.952877887
Transcription Factor Binding	0.951855532
Transcription Factor Binding	0.951646798
Transcription Factor Binding	0.952138128
Transcription Factor Binding	0.953219929
Transcription Factor Binding	0.95281085
Transcription Factor Binding	0.95286449
Transcription Factor Binding	0.951318572
Transcription Factor Binding	0.951495334
Transcription Factor Binding	0.95232354
Transcription Factor Binding	0.952745435
Transcription Factor Binding	0.95312655
Transcription Factor Binding	0.954009434
Transcription Factor Binding	0.953693523
Transcription Factor Binding	0.953476847
Transcription Factor Binding	0.953187419
Transcription Factor Binding	0.953921904
Transcription Factor Binding	0.953121593
Transcription Factor Binding	0.95323596
Transcription Factor Binding	0.95386385
Transcription Factor Binding	0.954585877
Transcription Factor Binding	0.953960326
Transcription Factor Binding	0.954414388
Transcription Factor Binding	0.954754419
Transcription Factor Binding	0.95432208
Transcription Factor Binding	0.953993398
Transcription Factor Binding	0.954297851
Transcription Factor Binding	0.954076138
Transcription Factor Binding	0.955168057
Transcription Factor Binding	0.954920363
Transcription Factor Binding	0.954304039
Transcription Factor Binding	0.954710108
Transcription Factor Binding	0.953874767
Transcription Factor Binding	0.954213371
Transcription Factor Binding	0.954508613
Transcription Factor Binding	0.953542728
Transcription Factor Binding	0.955065303
Transcription Factor Binding	0.954736048
Transcription Factor Binding	0.955098792
Transcription Factor Binding	0.957087904
Transcription Factor Binding	0.956442232
Transcription Factor Binding	0.955818821
Transcription Factor Binding	0.955768034
Transcription Factor Binding	0.956072173
Transcription Factor Binding	0.956383032
Transcription Factor Binding	0.956262689
Transcription Factor Binding	0.955588867
Transcription Factor Binding	0.955316001
Transcription Factor Binding	0.955673361
Transcription Factor Binding	0.956059657
Transcription Factor Binding	0.957581028
Transcription Factor Binding	0.954935065
Transcription Factor Binding	0.9564544
Transcription Factor Binding	0.955962821
Transcription Factor Binding	0.956247335
Transcription Factor Binding	0.955423803
Transcription Factor Binding	0.956200497
Transcription Factor Binding	0.956149541
Transcription Factor Binding	0.955930941
Transcription Factor Binding	0.956671098
Transcription Factor Binding	0.956456716
Transcription Factor Binding	0.955167339
Transcription Factor Binding	0.955756227
Transcription Factor Binding	0.957562295
Transcription Factor Binding	0.956620154
Transcription Factor Binding	0.956947915
Transcription Factor Binding	0.956750058
Transcription Factor Binding	0.957277562
Transcription Factor Binding	0.95669791
Transcription Factor Binding	0.956207306
Transcription Factor Binding	0.957277572
Transcription Factor Binding	0.957054539
Transcription Factor Binding	0.957906083
Transcription Factor Binding	0.957825435
Transcription Factor Binding	0.957222101
Transcription Factor Binding	0.955964577
Transcription Factor Binding	0.96018168
Transcription Factor Binding	0.957828137
Transcription Factor Binding	0.957787231
Transcription Factor Binding	0.958093478
Transcription Factor Binding	0.958789776
Transcription Factor Binding	0.958443285
Transcription Factor Binding	0.956347487
Transcription Factor Binding	0.957900277
Transcription Factor Binding	0.959815931
Transcription Factor Binding	0.958358115
Transcription Factor Binding	0.958485802
Transcription Factor Binding	0.958329503
Transcription Factor Binding	0.958232158
Transcription Factor Binding	0.958493567
Transcription Factor Binding	0.96002746
Transcription Factor Binding	0.958519499
Transcription Factor Binding	0.962578866
Transcription Factor Binding	0.958500853
Transcription Factor Binding	0.958996613
Transcription Factor Binding	0.959425718
Transcription Factor Binding	0.958878202
Transcription Factor Binding	0.958848346
Transcription Factor Binding	0.959748446
Transcription Factor Binding	0.959004685
Transcription Factor Binding	0.960799964
Transcription Factor Binding	0.958681201
Transcription Factor Binding	0.958909226
Transcription Factor Binding	0.9590358
Transcription Factor Binding	0.958970249
Transcription Factor Binding	0.960492868
Transcription Factor Binding	0.959310688
Transcription Factor Binding	0.962352409
Transcription Factor Binding	0.959658783
Transcription Factor Binding	0.959442752
Transcription Factor Binding	0.960223989
Transcription Factor Binding	0.961697101
Transcription Factor Binding	0.959677341
Transcription Factor Binding	0.960045212
Transcription Factor Binding	0.959604177
Transcription Factor Binding	0.95964138
Transcription Factor Binding	0.959860386
Transcription Factor Binding	0.960773487
Transcription Factor Binding	0.959797773
Transcription Factor Binding	0.960250828
Transcription Factor Binding	0.9613902
Transcription Factor Binding	0.960696022
Transcription Factor Binding	0.96138647
Transcription Factor Binding	0.96117612
Transcription Factor Binding	0.961348767
Transcription Factor Binding	0.960997327
Transcription Factor Binding	0.962318479
Transcription Factor Binding	0.96194367
Transcription Factor Binding	0.960859502
Transcription Factor Binding	0.961071429
Transcription Factor Binding	0.961882778
Transcription Factor Binding	0.962146906
Transcription Factor Binding	0.961263605
Transcription Factor Binding	0.961574575
Transcription Factor Binding	0.961282696
Transcription Factor Binding	0.961435249
Transcription Factor Binding	0.962197222
Transcription Factor Binding	0.961722036
Transcription Factor Binding	0.961186787
Transcription Factor Binding	0.961518359
Transcription Factor Binding	0.961193529
Transcription Factor Binding	0.957152048
Transcription Factor Binding	0.962100342
Transcription Factor Binding	0.962898935
Transcription Factor Binding	0.96162684
Transcription Factor Binding	0.962180066
Transcription Factor Binding	0.962611442
Transcription Factor Binding	0.964007965
Transcription Factor Binding	0.960967328
Transcription Factor Binding	0.962852052
Transcription Factor Binding	0.963619633
Transcription Factor Binding	0.963443388
Transcription Factor Binding	0.963238154
Transcription Factor Binding	0.963122615
Transcription Factor Binding	0.963419675
Transcription Factor Binding	0.963479353
Transcription Factor Binding	0.963329999
Transcription Factor Binding	0.963536639
Transcription Factor Binding	0.963856618
Transcription Factor Binding	0.963479782
Transcription Factor Binding	0.964011524
Transcription Factor Binding	0.963380352
Transcription Factor Binding	0.96392315
Transcription Factor Binding	0.964653565
Transcription Factor Binding	0.964005758
Transcription Factor Binding	0.963810107
Transcription Factor Binding	0.964013196
Transcription Factor Binding	0.963935
Transcription Factor Binding	0.964853328
Transcription Factor Binding	0.965780932
Transcription Factor Binding	0.965190284
Transcription Factor Binding	0.965534525
Transcription Factor Binding	0.964844761
Transcription Factor Binding	0.96436784
Transcription Factor Binding	0.964730161
Transcription Factor Binding	0.964810179
Transcription Factor Binding	0.965070089
Transcription Factor Binding	0.964946783
Transcription Factor Binding	0.96491793
Transcription Factor Binding	0.965597361
Transcription Factor Binding	0.962454287
Transcription Factor Binding	0.96550256
Transcription Factor Binding	0.965602618
Transcription Factor Binding	0.965466749
Transcription Factor Binding	0.965947063
Transcription Factor Binding	0.966497516
Transcription Factor Binding	0.965790182
Transcription Factor Binding	0.966769779
Transcription Factor Binding	0.966266317
Transcription Factor Binding	0.966745258
Transcription Factor Binding	0.967203992
Transcription Factor Binding	0.966275719
Transcription Factor Binding	0.966435913
Transcription Factor Binding	0.966598057
Transcription Factor Binding	0.966303001
Transcription Factor Binding	0.966904913
Transcription Factor Binding	0.967416529
Transcription Factor Binding	0.967633456
Transcription Factor Binding	0.966902528
Transcription Factor Binding	0.966722811
Transcription Factor Binding	0.966665688
Transcription Factor Binding	0.966774366
Transcription Factor Binding	0.968404873
Transcription Factor Binding	0.966842108
Transcription Factor Binding	0.968208268
Transcription Factor Binding	0.968477894
Transcription Factor Binding	0.966958362
Transcription Factor Binding	0.96714265
Transcription Factor Binding	0.967637652
Transcription Factor Binding	0.967658904
Transcription Factor Binding	0.967125302
Transcription Factor Binding	0.967657452
Transcription Factor Binding	0.967146269
Transcription Factor Binding	0.967060916
Transcription Factor Binding	0.967943425
Transcription Factor Binding	0.967316382
Transcription Factor Binding	0.967586902
Transcription Factor Binding	0.968016249
Transcription Factor Binding	0.968005331
Transcription Factor Binding	0.96754043
Transcription Factor Binding	0.967842771
Transcription Factor Binding	0.968225358
Transcription Factor Binding	0.968443512
Transcription Factor Binding	0.967644715
Transcription Factor Binding	0.968253062
Transcription Factor Binding	0.968409574
Transcription Factor Binding	0.968311863
Transcription Factor Binding	0.969033836
Transcription Factor Binding	0.968988279
Transcription Factor Binding	0.968631802
Transcription Factor Binding	0.968788328
Transcription Factor Binding	0.970133626
Transcription Factor Binding	0.968599774
Transcription Factor Binding	0.969446046
Transcription Factor Binding	0.968054032
Transcription Factor Binding	0.968831963
Transcription Factor Binding	0.969062993
Transcription Factor Binding	0.969262768
Transcription Factor Binding	0.968933023
Transcription Factor Binding	0.969269525
Transcription Factor Binding	0.968789833
Transcription Factor Binding	0.969258939
Transcription Factor Binding	0.969485123
Transcription Factor Binding	0.969322318
Transcription Factor Binding	0.969021237
Transcription Factor Binding	0.970287481
Transcription Factor Binding	0.969376134
Transcription Factor Binding	0.969600288
Transcription Factor Binding	0.969237048
Transcription Factor Binding	0.969515108
Transcription Factor Binding	0.969403779
Transcription Factor Binding	0.970036573
Transcription Factor Binding	0.968804902
Transcription Factor Binding	0.96951849
Transcription Factor Binding	0.969749948
Transcription Factor Binding	0.970349023
Transcription Factor Binding	0.969660052
Transcription Factor Binding	0.970612136
Transcription Factor Binding	0.969711223
Transcription Factor Binding	0.969770713
Transcription Factor Binding	0.969901764
Transcription Factor Binding	0.969757907
Transcription Factor Binding	0.969913764
Transcription Factor Binding	0.970734353
Transcription Factor Binding	0.969990515
Transcription Factor Binding	0.970119749
Transcription Factor Binding	0.971727193
Transcription Factor Binding	0.971091508
Transcription Factor Binding	0.971840763
Transcription Factor Binding	0.970341329
Transcription Factor Binding	0.971216822
Transcription Factor Binding	0.970578303
Transcription Factor Binding	0.970993152
Transcription Factor Binding	0.970147577
Transcription Factor Binding	0.971025867
Transcription Factor Binding	0.970959596
Transcription Factor Binding	0.972530034
Transcription Factor Binding	0.97068097
Transcription Factor Binding	0.97153168
Transcription Factor Binding	0.971424125
Transcription Factor Binding	0.971598275
Transcription Factor Binding	0.970590508
Transcription Factor Binding	0.971425402
Transcription Factor Binding	0.971961859
Transcription Factor Binding	0.971876738
Transcription Factor Binding	0.972916232
Transcription Factor Binding	0.972362493
Transcription Factor Binding	0.971409505
Transcription Factor Binding	0.973357811
Transcription Factor Binding	0.972043464
Transcription Factor Binding	0.972073431
Transcription Factor Binding	0.973495003
Transcription Factor Binding	0.971915743
Transcription Factor Binding	0.971353618
Transcription Factor Binding	0.971769296
Transcription Factor Binding	0.97232285
Transcription Factor Binding	0.972614731
Transcription Factor Binding	0.972833269
Transcription Factor Binding	0.971889155
Transcription Factor Binding	0.972362226
Transcription Factor Binding	0.97213419
Transcription Factor Binding	0.97228653
Transcription Factor Binding	0.972290815
Transcription Factor Binding	0.973006444
Transcription Factor Binding	0.972702715
Transcription Factor Binding	0.972579345
Transcription Factor Binding	0.973174639
Transcription Factor Binding	0.97318612
Transcription Factor Binding	0.973356634
Transcription Factor Binding	0.973746465
Transcription Factor Binding	0.97414274
Transcription Factor Binding	0.97351101
Transcription Factor Binding	0.972813011
Transcription Factor Binding	0.973343238
Transcription Factor Binding	0.973716321
Transcription Factor Binding	0.973567646
Transcription Factor Binding	0.974760396
Transcription Factor Binding	0.9737575
Transcription Factor Binding	0.973800654
Transcription Factor Binding	0.973790878
Transcription Factor Binding	0.974395442
Transcription Factor Binding	0.973897619
Transcription Factor Binding	0.97405851
Transcription Factor Binding	0.974272466
Transcription Factor Binding	0.974381864
Transcription Factor Binding	0.974565813
Transcription Factor Binding	0.974758218
Transcription Factor Binding	0.9750719
Transcription Factor Binding	0.974579725
Transcription Factor Binding	0.974833446
Transcription Factor Binding	0.974287977
Transcription Factor Binding	0.97443832
Transcription Factor Binding	0.974432095
Transcription Factor Binding	0.974336756
Transcription Factor Binding	0.975043175
Transcription Factor Binding	0.974668242
Transcription Factor Binding	0.976321599
Transcription Factor Binding	0.974966461
Transcription Factor Binding	0.975510461
Transcription Factor Binding	0.974917463
Transcription Factor Binding	0.975017594
Transcription Factor Binding	0.975660072
Transcription Factor Binding	0.975240237
Transcription Factor Binding	0.975371062
Transcription Factor Binding	0.975205539
Transcription Factor Binding	0.97553467
Transcription Factor Binding	0.975809337
Transcription Factor Binding	0.976379162
Transcription Factor Binding	0.976318434
Transcription Factor Binding	0.975867266
Transcription Factor Binding	0.975638687
Transcription Factor Binding	0.975881709
Transcription Factor Binding	0.974783608
Transcription Factor Binding	0.975280784
Transcription Factor Binding	0.975820855
Transcription Factor Binding	0.976362489
Transcription Factor Binding	0.97655167
Transcription Factor Binding	0.976674328
Transcription Factor Binding	0.976698198
Transcription Factor Binding	0.976594653
Transcription Factor Binding	0.976314094
Transcription Factor Binding	0.976525703
Transcription Factor Binding	0.976592812
Transcription Factor Binding	0.976670134
Transcription Factor Binding	0.97735434
Transcription Factor Binding	0.977083333
Transcription Factor Binding	0.976873756
Transcription Factor Binding	0.976727869
Transcription Factor Binding	0.97811286
Transcription Factor Binding	0.977351759
Transcription Factor Binding	0.976778586
Transcription Factor Binding	0.976876647
Transcription Factor Binding	0.976877009
Transcription Factor Binding	0.976851152
Transcription Factor Binding	0.977788326
Transcription Factor Binding	0.978815369
Transcription Factor Binding	0.977284325
Transcription Factor Binding	0.977342839
Transcription Factor Binding	0.97748025
Transcription Factor Binding	0.977514809
Transcription Factor Binding	0.97717335
Transcription Factor Binding	0.978042329
Transcription Factor Binding	0.978107051
Transcription Factor Binding	0.979633167
Transcription Factor Binding	0.977954835
Transcription Factor Binding	0.978050735
Transcription Factor Binding	0.978308974
Transcription Factor Binding	0.978196013
Transcription Factor Binding	0.979511043
Transcription Factor Binding	0.978092898
Transcription Factor Binding	0.977922016
Transcription Factor Binding	0.978292841
Transcription Factor Binding	0.97832739
Transcription Factor Binding	0.978294249
Transcription Factor Binding	0.978679089
Transcription Factor Binding	0.978329632
Transcription Factor Binding	0.98042512
Transcription Factor Binding	0.978821923
Transcription Factor Binding	0.978361338
Transcription Factor Binding	0.978942805
Transcription Factor Binding	0.979045502
Transcription Factor Binding	0.979064748
Transcription Factor Binding	0.979585615
Transcription Factor Binding	0.979411771
Transcription Factor Binding	0.979240593
Transcription Factor Binding	0.979579472
Transcription Factor Binding	0.979446948
Transcription Factor Binding	0.979788071
Transcription Factor Binding	0.979794417
Transcription Factor Binding	0.980633646
Transcription Factor Binding	0.979456177
Transcription Factor Binding	0.979597791
Transcription Factor Binding	0.979672298
Transcription Factor Binding	0.980014223
Transcription Factor Binding	0.980330548
Transcription Factor Binding	0.980308507
Transcription Factor Binding	0.979989602
Transcription Factor Binding	0.980048143
Transcription Factor Binding	0.979579928
Transcription Factor Binding	0.980355084
Transcription Factor Binding	0.980422179
Transcription Factor Binding	0.981347653
Transcription Factor Binding	0.981196772
Transcription Factor Binding	0.981070732
Transcription Factor Binding	0.980944416
Transcription Factor Binding	0.980298579
Transcription Factor Binding	0.981576493
Transcription Factor Binding	0.981094514
Transcription Factor Binding	0.980811809
Transcription Factor Binding	0.981452767
Transcription Factor Binding	0.981250994
Transcription Factor Binding	0.981368983
Transcription Factor Binding	0.981303217
Transcription Factor Binding	0.981426509
Transcription Factor Binding	0.981348316
Transcription Factor Binding	0.98113379
Transcription Factor Binding	0.981193926
Transcription Factor Binding	0.981556749
Transcription Factor Binding	0.981412539
Transcription Factor Binding	0.981602843
Transcription Factor Binding	0.982147672
Transcription Factor Binding	0.982001874
Transcription Factor Binding	0.9818865
Transcription Factor Binding	0.981742534
Transcription Factor Binding	0.983523827
Transcription Factor Binding	0.981908553
Transcription Factor Binding	0.981872786
Transcription Factor Binding	0.982728813
Transcription Factor Binding	0.982044856
Transcription Factor Binding	0.981944818
Transcription Factor Binding	0.982168679
Transcription Factor Binding	0.984191564
Transcription Factor Binding	0.982476199
Transcription Factor Binding	0.982016553
Transcription Factor Binding	0.982505445
Transcription Factor Binding	0.982345337
Transcription Factor Binding	0.982608687
Transcription Factor Binding	0.982699085
Transcription Factor Binding	0.9826333
Transcription Factor Binding	0.982944555
Transcription Factor Binding	0.982722734
Transcription Factor Binding	0.982640576
Transcription Factor Binding	0.982803025
Transcription Factor Binding	0.982925352
Transcription Factor Binding	0.983079609
Transcription Factor Binding	0.983209504
Transcription Factor Binding	0.983658785
Transcription Factor Binding	0.983253798
Transcription Factor Binding	0.983464966
Transcription Factor Binding	0.983682851
Transcription Factor Binding	0.983284261
Transcription Factor Binding	0.983511349
Transcription Factor Binding	0.983616045
Transcription Factor Binding	0.983792737
Transcription Factor Binding	0.98366096
Transcription Factor Binding	0.983227563
Transcription Factor Binding	0.983644133
Transcription Factor Binding	0.983915159
Transcription Factor Binding	0.983837183
Transcription Factor Binding	0.984231763
Transcription Factor Binding	0.983942679
Transcription Factor Binding	0.983877964
Transcription Factor Binding	0.984047193
Transcription Factor Binding	0.984336062
Transcription Factor Binding	0.984106797
Transcription Factor Binding	0.98460034
Transcription Factor Binding	0.984396842
Transcription Factor Binding	0.983831275
Transcription Factor Binding	0.984617966
Transcription Factor Binding	0.98458422
Transcription Factor Binding	0.985057945
Transcription Factor Binding	0.984603243
Transcription Factor Binding	0.984589399
Transcription Factor Binding	0.985158625
Transcription Factor Binding	0.984989859
Transcription Factor Binding	0.985007366
Transcription Factor Binding	0.98544299
Transcription Factor Binding	0.985049172
Transcription Factor Binding	0.985180171
Transcription Factor Binding	0.985282427
Transcription Factor Binding	0.985335387
Transcription Factor Binding	0.985661295
Transcription Factor Binding	0.985585622
Transcription Factor Binding	0.986025534
Transcription Factor Binding	0.986287754
Transcription Factor Binding	0.985632826
Transcription Factor Binding	0.986006299
Transcription Factor Binding	0.98586088
Transcription Factor Binding	0.986000106
Transcription Factor Binding	0.98650336
Transcription Factor Binding	0.986397695
Transcription Factor Binding	0.986030921
Transcription Factor Binding	0.986487661
Transcription Factor Binding	0.986774415
Transcription Factor Binding	0.986768789
Transcription Factor Binding	0.986702355
Transcription Factor Binding	0.986578109
Transcription Factor Binding	0.986801572
Transcription Factor Binding	0.986652329
Transcription Factor Binding	0.987164198
Transcription Factor Binding	0.986915876
Transcription Factor Binding	0.987075134
Transcription Factor Binding	0.986895399
Transcription Factor Binding	0.987211284
Transcription Factor Binding	0.987011816
Transcription Factor Binding	0.987087918
Transcription Factor Binding	0.987265312
Transcription Factor Binding	0.987337926
Transcription Factor Binding	0.98767155
Transcription Factor Binding	0.987246276
Transcription Factor Binding	0.987114711
Transcription Factor Binding	0.987602128
Transcription Factor Binding	0.987151303
Transcription Factor Binding	0.987980423
Transcription Factor Binding	0.987921817
Transcription Factor Binding	0.988152629
Transcription Factor Binding	0.987563257
Transcription Factor Binding	0.988013138
Transcription Factor Binding	0.988085319
Transcription Factor Binding	0.988299001
Transcription Factor Binding	0.988361978
Transcription Factor Binding	0.988461525
Transcription Factor Binding	0.988624399
Transcription Factor Binding	0.98850455
Transcription Factor Binding	0.988961266
Transcription Factor Binding	0.989029126
Transcription Factor Binding	0.988971324
Transcription Factor Binding	0.988959965
Transcription Factor Binding	0.988684158
Transcription Factor Binding	0.98922378
Transcription Factor Binding	0.989704028
Transcription Factor Binding	0.98959742
Transcription Factor Binding	0.989426675
Transcription Factor Binding	0.989620092
Transcription Factor Binding	0.989922085
Transcription Factor Binding	0.99014266
Transcription Factor Binding	0.990176387
Transcription Factor Binding	0.990075319
Transcription Factor Binding	0.99021017
Transcription Factor Binding	0.990375974
Transcription Factor Binding	0.990533992
Transcription Factor Binding	0.99086251
Transcription Factor Binding	0.990496368
Transcription Factor Binding	0.990407098
Transcription Factor Binding	0.990623707
Transcription Factor Binding	0.990865304
Transcription Factor Binding	0.990880091
Transcription Factor Binding	0.990709115
Transcription Factor Binding	0.990937806
Transcription Factor Binding	0.991191971
Transcription Factor Binding	0.991288507
Transcription Factor Binding	0.991097534
Transcription Factor Binding	0.991132622
Transcription Factor Binding	0.99130892
Transcription Factor Binding	0.991541692
Transcription Factor Binding	0.991984724
Transcription Factor Binding	0.991743063
Transcription Factor Binding	0.991708768
Transcription Factor Binding	0.992297194
Transcription Factor Binding	0.9920802
Transcription Factor Binding	0.992477212
Transcription Factor Binding	0.992512968
Transcription Factor Binding	0.992491965
Transcription Factor Binding	0.993004057
Transcription Factor Binding	0.992975434
Transcription Factor Binding	0.993040052
Transcription Factor Binding	0.993074663
Transcription Factor Binding	0.993065036
Transcription Factor Binding	0.993235074
Transcription Factor Binding	0.993086698
Transcription Factor Binding	0.99340911
Transcription Factor Binding	0.99341404
Transcription Factor Binding	0.993719048
Transcription Factor Binding	0.994177109
Transcription Factor Binding	0.994130371
Transcription Factor Binding	0.994233435
Transcription Factor Binding	0.994247418
Transcription Factor Binding	0.994467627
Transcription Factor Binding	0.994425052
Transcription Factor Binding	0.994399541
Transcription Factor Binding	0.994599303
Transcription Factor Binding	0.994728542
Transcription Factor Binding	0.994664343
Transcription Factor Binding	0.994678614
Transcription Factor Binding	0.994778741
Transcription Factor Binding	0.994893087
Transcription Factor Binding	0.994931147
Transcription Factor Binding	0.995096194
Transcription Factor Binding	0.995352359
Transcription Factor Binding	0.996162693
Transcription Factor Binding	0.995641759
Transcription Factor Binding	0.99580384
Transcription Factor Binding	0.995770982
Transcription Factor Binding	0.996491067
Transcription Factor Binding	0.996634047
Transcription Factor Binding	0.996773012
Transcription Factor Binding	0.997438316
Transcription Factor Binding	0.998993579
Histone Markers	0.644129272
Histone Markers	0.658165893
Histone Markers	0.643588944
Histone Markers	0.646669683
Histone Markers	0.649708334
Histone Markers	0.652445957
Histone Markers	0.64964756
Histone Markers	0.649561403
Histone Markers	0.655795573
Histone Markers	0.660343215
Histone Markers	0.66071135
Histone Markers	0.665044084
Histone Markers	0.657885974
Histone Markers	0.662104989
Histone Markers	0.663277318
Histone Markers	0.666498288
Histone Markers	0.671172568
Histone Markers	0.668844001
Histone Markers	0.670314911
Histone Markers	0.670390719
Histone Markers	0.668390862
Histone Markers	0.672696047
Histone Markers	0.6739205
Histone Markers	0.72684405
Histone Markers	0.677950238
Histone Markers	0.680459422
Histone Markers	0.677769952
Histone Markers	0.679717323
Histone Markers	0.68096265
Histone Markers	0.685686651
Histone Markers	0.68508976
Histone Markers	0.679293575
Histone Markers	0.682067969
Histone Markers	0.688992795
Histone Markers	0.68805275
Histone Markers	0.687818221
Histone Markers	0.687125227
Histone Markers	0.703832933
Histone Markers	0.689313409
Histone Markers	0.694009749
Histone Markers	0.684532859
Histone Markers	0.687013124
Histone Markers	0.685133145
Histone Markers	0.691182466
Histone Markers	0.689589931
Histone Markers	0.689062993
Histone Markers	0.690915395
Histone Markers	0.699457926
Histone Markers	0.692340993
Histone Markers	0.692203153
Histone Markers	0.693196998
Histone Markers	0.694338525
Histone Markers	0.693399628
Histone Markers	0.693113573
Histone Markers	0.698706743
Histone Markers	0.697428458
Histone Markers	0.696903347
Histone Markers	0.697727136
Histone Markers	0.698285848
Histone Markers	0.697882339
Histone Markers	0.699818862
Histone Markers	0.703949478
Histone Markers	0.708547806
Histone Markers	0.703975762
Histone Markers	0.70541001
Histone Markers	0.704705555
Histone Markers	0.705784297
Histone Markers	0.706186211
Histone Markers	0.707627403
Histone Markers	0.709798774
Histone Markers	0.70758118
Histone Markers	0.708505401
Histone Markers	0.708694076
Histone Markers	0.71181223
Histone Markers	0.709571354
Histone Markers	0.708949075
Histone Markers	0.715206206
Histone Markers	0.711543221
Histone Markers	0.710667279
Histone Markers	0.710435266
Histone Markers	0.710543023
Histone Markers	0.714625554
Histone Markers	0.710896974
Histone Markers	0.711150572
Histone Markers	0.712950125
Histone Markers	0.717172598
Histone Markers	0.713076944
Histone Markers	0.714321683
Histone Markers	0.71929307
Histone Markers	0.720234893
Histone Markers	0.715066608
Histone Markers	0.716656713
Histone Markers	0.714249709
Histone Markers	0.718904377
Histone Markers	0.719040485
Histone Markers	0.719999549
Histone Markers	0.720819312
Histone Markers	0.719591704
Histone Markers	0.716754961
Histone Markers	0.719049484
Histone Markers	0.723003871
Histone Markers	0.728469366
Histone Markers	0.72562134
Histone Markers	0.720827666
Histone Markers	0.719768993
Histone Markers	0.724153366
Histone Markers	0.721797342
Histone Markers	0.720331871
Histone Markers	0.720382877
Histone Markers	0.72190768
Histone Markers	0.722133072
Histone Markers	0.721965041
Histone Markers	0.72151453
Histone Markers	0.722371153
Histone Markers	0.723479083
Histone Markers	0.72563484
Histone Markers	0.724374032
Histone Markers	0.725948674
Histone Markers	0.725364054
Histone Markers	0.730428387
Histone Markers	0.726657959
Histone Markers	0.726091323
Histone Markers	0.725676712
Histone Markers	0.726775713
Histone Markers	0.726956624
Histone Markers	0.72800682
Histone Markers	0.727368688
Histone Markers	0.722986356
Histone Markers	0.72929276
Histone Markers	0.728331916
Histone Markers	0.728785134
Histone Markers	0.729385794
Histone Markers	0.730489241
Histone Markers	0.73389766
Histone Markers	0.73046834
Histone Markers	0.730014924
Histone Markers	0.730222286
Histone Markers	0.731393471
Histone Markers	0.729906336
Histone Markers	0.7318527
Histone Markers	0.730093957
Histone Markers	0.735111412
Histone Markers	0.733608594
Histone Markers	0.732281268
Histone Markers	0.733445347
Histone Markers	0.733429442
Histone Markers	0.734728605
Histone Markers	0.732951015
Histone Markers	0.733885703
Histone Markers	0.734676073
Histone Markers	0.734372017
Histone Markers	0.733496126
Histone Markers	0.735594105
Histone Markers	0.735046869
Histone Markers	0.735228754
Histone Markers	0.733475964
Histone Markers	0.735100036
Histone Markers	0.733312109
Histone Markers	0.735593876
Histone Markers	0.73618047
Histone Markers	0.736391605
Histone Markers	0.73719172
Histone Markers	0.736926191
Histone Markers	0.738100707
Histone Markers	0.741676246
Histone Markers	0.737900171
Histone Markers	0.739013153
Histone Markers	0.73820129
Histone Markers	0.74013412
Histone Markers	0.739248039
Histone Markers	0.739125375
Histone Markers	0.741165736
Histone Markers	0.742161796
Histone Markers	0.742314351
Histone Markers	0.742263913
Histone Markers	0.744118304
Histone Markers	0.74262906
Histone Markers	0.74409413
Histone Markers	0.740290784
Histone Markers	0.745901074
Histone Markers	0.747071984
Histone Markers	0.747039117
Histone Markers	0.746162123
Histone Markers	0.746617107
Histone Markers	0.747501947
Histone Markers	0.74513367
Histone Markers	0.75627551
Histone Markers	0.74988098
Histone Markers	0.746050144
Histone Markers	0.748341153
Histone Markers	0.749036641
Histone Markers	0.749170796
Histone Markers	0.750619207
Histone Markers	0.753641558
Histone Markers	0.750883885
Histone Markers	0.750956519
Histone Markers	0.748882346
Histone Markers	0.75210058
Histone Markers	0.752784246
Histone Markers	0.755928846
Histone Markers	0.753968402
Histone Markers	0.754365917
Histone Markers	0.754508999
Histone Markers	0.754615473
Histone Markers	0.756075187
Histone Markers	0.756302896
Histone Markers	0.7566316
Histone Markers	0.757120143
Histone Markers	0.757543558
Histone Markers	0.758074213
Histone Markers	0.758479241
Histone Markers	0.758539444
Histone Markers	0.759821089
Histone Markers	0.759415543
Histone Markers	0.760832294
Histone Markers	0.760474457
Histone Markers	0.76059441
Histone Markers	0.759816451
Histone Markers	0.760558322
Histone Markers	0.760851544
Histone Markers	0.761275272
Histone Markers	0.761450355
Histone Markers	0.760601887
